Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud,merch_zipcode
455696,2019-07-21 05:29:48,342319985983023,fraud_Bednar Group,misc_net,82.5,Bryan,Pugh,M,6366 French Field,Margaretville,NY,12455,42.1852,-74.6178,1988,Environmental health practitioner,1978-05-23,cbc6909ddcfb9c9f56a09e5d9ffee843,1342848588,41.467007,-75.515224,0,18434
970976,2020-01-27 16:22:38,372520049757633,fraud_Boyer PLC,shopping_net,68.98,Lori,Ramirez,F,4293 Ramirez Squares,Ranier,MN,56668,48.6031,-93.2977,136,Ceramics designer,2000-02-20,34022aa72421b31794e9385bbd94f6de,1359303758,49.31105,-93.834424,0,
695104,2019-10-23 19:32:38,4063094974360571498,fraud_Hammes-Beatty,kids_pets,42.56,Patricia,Mendoza,F,1683 Davidson Freeway,Mendon,UT,84325,41.71,-111.9817,2078,"Scientist, audiological",1963-06-13,e7920e2061122df5db63c3910ec72d70,1351020758,42.00052,-111.344805,0,83287
586438,2019-09-06 02:27:34,36722699017270,fraud_Bruen-Yost,misc_pos,473.86,Jessica,Perez,F,8172 Robertson Parkways Suite 072,Superior,AZ,85173,33.2887,-111.0985,2872,Petroleum engineer,1987-10-28,53426e4a3b6a5a90fc2926f12c57b364,1346898454,33.957968,-110.209977,0,
671842,2019-10-13 14:51:31,4855488158131690372,fraud_Fritsch LLC,travel,448.95,Jeremy,Roberson,M,25887 Martin Inlet,Graniteville,VT,5654,44.1554,-72.4847,970,Agricultural consultant,1993-09-29,6ce107f0156a6a491bf7a0aeffd97f89,1350139891,44.024031,-73.166702,0,05753
111781,2019-03-04 15:49:55,30518196150127,fraud_Erdman-Schaden,personal_care,15.73,Karen,Sullivan,F,6313 Scott Trace,Rossville,IL,60963,40.3625,-87.6692,1807,"Buyer, retail",1975-06-02,5a27b8a1fa0ddf16b6e73fca52936445,1330876195,39.767647,-88.636662,0,61929
262151,2019-05-10 20:42:38,4292743669224718067,fraud_Fisher Inc,shopping_net,1.84,Michael,Williams,M,35822 Clayton Street Apt. 679,Great Mills,MD,20634,38.2674,-76.4954,5927,Art therapist,1973-06-09,83d7225fe24c5c867a8653c70402ca7b,1336682558,38.779477,-75.974087,0,21601
891398,2019-12-24 08:52:03,4687263141103,fraud_Bauch-Raynor,grocery_pos,121.68,Sarah,Cross,F,273 Phillip Throughway,Bigelow,MN,56117,43.5336,-95.6515,399,Economist,1977-04-28,7800a586816285bd710d31755e0e66bd,1356339123,43.893026,-95.463346,0,56131
741008,2019-11-12 18:14:54,370612217861404,fraud_Bechtelar-Rippin,food_dining,30.5,Amanda,Fitzgerald,F,298 Kayla Lights,Bristol,PA,19007,40.1159,-74.8536,21125,"Administrator, charities/voluntary organisations",1985-05-25,4e86778e7b2194dc53eb5baea4e7202f,1352744094,40.828671,-74.56100699999999,0,07869
151562,2019-03-22 23:35:16,6011148190095209,fraud_Bednar PLC,kids_pets,12.4,Terri,Bailey,F,508 Erin Mount,Daly City,CA,94015,37.6787,-122.478,107941,"Buyer, industrial",1991-10-04,383ed606b7c105b12ac596481524b5da,1332459316,38.669616,-123.055631,0,95441
546167,2019-08-22 01:03:21,6011860238257910,fraud_Murray-Smitham,grocery_pos,119.41,Lisa,Mendez,F,44259 Beth Station Suite 215,Lahoma,OK,73754,36.385,-98.0727,1078,"Programme researcher, broadcasting/film/video",1952-07-06,af7bbaba3d8c162c9416cc9e191030c8,1345597401,36.33171,-98.849511,0,73838
573149,2019-08-31 19:33:35,4900628639996,fraud_Nader-Maggio,personal_care,84.84,Michael,Johnson,M,094 Owens Underpass,Norwalk,CA,90650,33.9056,-118.0818,105549,Firefighter,1973-09-22,2f4084c807efae24160a63c93a056e45,1346441615,34.455591,-117.301494,0,92395
610269,2019-09-16 05:57:38,676309913934,fraud_Zemlak Group,misc_net,5.09,Robert,Martinez,M,3683 Parrish Circles,Pueblo,CO,81005,38.2352,-104.66,151815,Further education lecturer,1988-01-04,531007c942c0a50e5d206e5327691ba3,1347775058,37.863543,-104.647575,0,
277153,2019-05-17 12:09:44,6011504998544485,"fraud_Larkin, Stracke and Greenfelder",entertainment,42.4,Ashley,Whitney,F,4038 Smith Avenue,Jones,AL,36749,32.5104,-86.8138,1089,Materials engineer,1971-11-02,92ba393969bad2d465bcadec1f9f7150,1337256584,32.603257,-86.819298,0,36749
1212931,2020-05-22 14:37:27,180048185037117,fraud_Pfeffer and Sons,shopping_pos,8.59,Mary,Wall,F,2481 Mills Lock,Plainfield,NJ,7060,40.6152,-74.415,71485,Leisure centre manager,1974-07-19,2ec349006cd94d60a17fc6449fc19105,1369233447,41.505124,-74.301909,0,10941
1085742,2020-03-27 11:22:17,3538520143479972,fraud_Lemke-Gutmann,shopping_net,1.35,Cassandra,Nunez,F,9572 Austin Forge Suite 612,Clay Center,OH,43408,41.5686,-83.3632,269,Insurance underwriter,1965-09-15,e4da59def9bb31308e19afa7c12949dd,1364383337,40.906687,-82.852742,0,44887
865758,2019-12-19 01:02:50,30487648872433,fraud_Hamill-Daugherty,misc_net,5.99,Stephanie,Crane,F,144 Martinez Curve,Central,IN,47110,38.097,-86.1723,350,Counsellor,1955-01-05,21ff61334f53193d547c25f0242b1a8e,1355878970,38.877701,-85.327109,0,47224
996252,2020-02-11 14:26:23,4862293128558,fraud_Marvin-Lind,personal_care,1.1,Elizabeth,Payne,F,897 Daugherty Mission,Grassflat,PA,16839,41.0036,-78.1104,489,Pension scheme manager,1956-09-15,0f6c3f8a76e40124ac4f6c47ff01b380,1360592783,41.386146,-77.790366,0,17760
615411,2019-09-18 17:11:37,3527536963490470,fraud_Abshire PLC,entertainment,33.97,Teresa,Stein,F,2838 White Fields Apt. 473,Brunson,SC,29911,32.9413,-81.1807,1725,Social researcher,1974-12-05,8dc7b668d62dfda0338a6c0fb6bfe15a,1347988297,32.691441999999995,-80.222371,0,29487
1251902,2020-06-05 12:59:05,30074693890476,fraud_Rippin-VonRueden,health_fitness,20.51,Kelsey,Richards,F,889 Sarah Station Suite 624,Holcomb,KS,67851,37.9931,-100.9893,2691,Arboriculturist,1993-08-16,1df94ea2396fb166b204eb2bb3401ee1,1370437145,37.498599,-100.970592,0,67870
357108,2019-06-16 02:40:35,30501624614310,fraud_Cummings LLC,gas_transport,46.38,Amanda,Smith,F,180 Graves Shore,Scotia,SC,29939,32.6786,-81.2455,302,Magazine features editor,1973-05-04,901cc32b0c9432c834e6c2a504bf72b6,1339814435,32.832158,-80.539773,0,29474
1090622,2020-03-29 18:11:05,372520049757633,"fraud_Cronin, Kshlerin and Weber",health_fitness,20.16,Lori,Ramirez,F,4293 Ramirez Squares,Ranier,MN,56668,48.6031,-93.2977,136,Ceramics designer,2000-02-20,6ea45cc29e3c0bc769e3ac15a3254b33,1364580665,49.366852,-93.105237,0,
1040710,2020-03-08 00:23:16,374656033243756,fraud_Vandervort-Funk,grocery_pos,89.47,David,Lewis,M,1499 Michael Rue,Arlington,VA,22213,38.8954,-77.1633,207410,Mudlogger,1984-07-03,88e882c2817e0dbee579cdb6ce43f41f,1362702196,38.977605,-76.380075,0,21666
433048,2019-07-13 07:28:52,675990301623,fraud_Kuhic Inc,grocery_pos,73.35,Amanda,Spencer,F,6682 Green Forks,Ogdensburg,NJ,7439,41.0767,-74.5982,2456,Senior tax professional/tax inspector,1994-03-13,87a4ada2243c66c98a7837da60f3a794,1342164532,40.305888,-75.291573,0,18964
860749,2019-12-17 13:29:59,6573561108825071,"fraud_Eichmann, Hayes and Treutel",travel,5.19,Kristina,Lewis,F,5449 Brandi Heights Apt. 111,Tulsa,OK,74130,36.2395,-95.9596,413574,Bookseller,1968-06-18,bb0209ee7b5e51d5cb29de430644bd7f,1355750999,36.117323,-95.907091,0,74114
939618,2020-01-10 01:30:57,3565943051129759,fraud_Flatley Group,misc_pos,2.56,David,Thomas,M,838 Dan Haven Suite 003,Webster City,IA,50595,42.4657,-93.8262,9165,Medical secretary,1963-05-23,19ab0c8c1661e90ad57b56e3ec9eb2a5,1357781457,42.579716999999995,-93.406824,0,50227
1059746,2020-03-16 02:44:51,5501083170975659,fraud_Barton Inc,grocery_pos,119.84,Wayne,Payne,M,587 Bradley Inlet Suite 281,Cuyahoga Falls,OH,44223,41.1464,-81.5107,47772,Equities trader,1966-01-04,a484952511c0662b57416a10ab3abe51,1363401891,41.27022,-81.556658,0,44264
811651,2019-12-07 10:09:56,30197398657930,fraud_Ortiz Group,grocery_net,67.1,April,Johnson,F,9727 Deleon Mountain,Creedmoor,NC,27522,36.1124,-78.6476,12335,Chief Strategy Officer,1987-09-19,c0692b844a31cb8b56b281e962756fc1,1354874996,35.595551,-78.17660500000001,0,27542
305831,2019-05-28 08:22:18,341283058448499,"fraud_Quitzon, Green and Bashirian",shopping_pos,7.15,Mario,Johns,M,62130 Miller Square Suite 785,Brinson,GA,39825,30.9788,-84.7373,1461,"Engineer, broadcasting (operations)",1935-09-08,3146b465f8eea8f0916513eb870ee5d2,1338193338,30.620593,-84.309119,0,32312
593654,2019-09-08 22:25:16,3545109339866548,"fraud_Nienow, Ankunding and Collier",misc_pos,28.45,Keith,Sanders,M,8030 Beck Motorway,Moorhead,MS,38761,33.4783,-90.5142,2870,Chartered public finance accountant,1999-03-05,2b9f90b7aa865eff2134b6b55b1320a9,1347143116,34.160218,-91.353926,0,72055
1191382,2020-05-12 13:37:56,4003989662068504,"fraud_Hermiston, Russel and Price",food_dining,8.14,Chris,White,M,98897 Bennett Lodge,Bessemer,AL,35022,33.3224,-86.9657,71463,Radio broadcast assistant,1989-02-08,4327d5b50ba426e88e09b8bad843a8ff,1368365876,32.788540999999995,-87.943182,0,35462
1076289,2020-03-23 07:04:01,4939976756738216,fraud_Schmeler Inc,misc_pos,147.14,Michelle,Johnston,F,3531 Hamilton Highway,Roma,TX,78584,26.4215,-99.0025,18128,IT trainer,1990-11-07,06569f559df0719fcfa8f49c38cea318,1364022241,27.079984000000003,-99.240003,0,78067
253823,2019-05-06 12:55:13,3576431665303017,"fraud_Metz, Russel and Metz",kids_pets,59.1,Jessica,Ward,F,72269 Elizabeth Field Apt. 132,Phoenix,AZ,85020,33.5623,-112.0559,1312922,Contractor,1981-10-24,eaf5c5ff18834f0b1ab020efc5979351,1336308913,32.613409000000004,-111.699068,0,85131
1195315,2020-05-14 13:25:02,3517527805128735,fraud_Little Ltd,kids_pets,24.2,Tracy,Conway,F,6778 Campos Field,Bonfield,IL,60913,41.1573,-88.0619,1617,Medical secretary,1990-04-25,dde916943110060612b2abb6b23b737d,1368537902,40.209916,-88.483816,0,61854
1229304,2020-05-28 07:55:20,4989847570577635369,fraud_Kris-Weimann,misc_net,17.46,Vanessa,Anderson,F,21178 Brittney Locks,Prosperity,SC,29127,34.1832,-81.5324,8333,Archaeologist,1994-07-09,f88313c64a57d20cf7d98c159d788806,1369727720,33.595238,-81.978338,0,29860
694328,2019-10-23 09:46:48,6011652924285713,"fraud_Eichmann, Bogan and Rodriguez",gas_transport,44.11,Kathryn,Smith,F,19838 Tonya Prairie Apt. 947,Rocky Mount,MO,65072,38.2911,-92.7059,1847,Tax inspector,1988-10-26,e6ca8278d557308eb46b2a47605237d4,1350985608,37.880703999999994,-93.563555,0,65774
1245944,2020-06-02 19:15:41,3523843138706408,fraud_Kutch-Wilderman,home,38.06,Grace,Williams,F,28812 Charles Mill Apt. 628,Plantersville,AL,36758,32.6176,-86.9475,1412,Drilling engineer,1970-11-20,77349f6953be339c2d61dd36a435b6fa,1370200541,31.627747999999997,-85.949136,0,36346
984428,2020-02-04 14:58:24,4069975342931683,fraud_Cartwright PLC,kids_pets,20.09,Kimberly,Martin,F,1943 Dennis Inlet Suite 145,Hurricane,WV,25526,38.4257,-81.9943,21902,Sub,1980-09-18,ddc5afcf46eeec22d7bed932e57cf46d,1359989904,38.546101,-81.15258100000001,0,25285
17969,2019-01-11 19:42:42,377895991033232,fraud_Romaguera Ltd,health_fitness,21.67,Kimberly,Myers,F,6881 King Isle Suite 228,Higganum,CT,6441,41.4682,-72.5751,5438,"Librarian, academic",1964-11-17,6b83342c003ad4908ef26b97a8d4e8bb,1326310962,42.35146,-71.69413399999999,0,01505
1034234,2020-03-04 09:48:32,2291163933867244,fraud_Terry-Huel,shopping_net,10.63,Jeff,Elliott,M,351 Darlene Green,Columbia,SC,29209,33.9659,-80.9355,333497,Mechanical engineer,1968-03-19,82748c70eabaea536c6bc5e51d203542,1362390512,33.399926,-80.03593599999999,0,29468
1009329,2020-02-19 13:26:05,3502088871723054,fraud_Hermann and Sons,shopping_pos,85.29,Scott,Martin,M,31472 Cody Place Suite 740,Kensington,MD,20895,39.0298,-77.0793,19054,Operations geologist,1976-09-08,8d0021d4a165001a2b1d622061640159,1361280365,38.523212,-77.418423,0,22172
1080773,2020-03-24 16:36:04,630423337322,fraud_Connelly-Carter,home,42.84,Stephanie,Gill,F,43039 Riley Greens Suite 393,Orient,WA,99160,48.8878,-118.2105,149,Special educational needs teacher,1978-06-21,609a77aa0310395d497f23948fe3abba,1364142964,48.894993,-117.515405,0,
981639,2020-02-03 01:33:03,2266735643685262,fraud_Bernhard Inc,gas_transport,64.36,Carlos,Chung,M,8957 Russell Key,Grant,AL,35747,34.4959,-86.259,5901,Curator,1972-07-25,16c2ddb33cd9bc6a8a1790ac8e7edd0f,1359855183,35.412541999999995,-86.55168,0,37160
523289,2019-08-13 13:17:44,630471368021,fraud_Kertzmann LLC,health_fitness,74.94,George,Floyd,M,22502 Baker Mount Suite 241,Hazel,KY,42049,36.5422,-88.3319,1480,"Designer, interior/spatial",1974-09-14,ff36b6221f938892b9cc9c75b3ab93d1,1344863864,35.799161,-87.41149200000001,0,37033
989333,2020-02-08 05:05:35,6592243974328236,fraud_Kerluke Inc,misc_net,129.61,Philip,Hart,M,97405 Vazquez Plains,Montgomery,AL,36111,32.3374,-86.2715,214703,"Chemist, analytical",1994-10-07,20438b3bc3cd7655b0c3f22f8c388d02,1360299935,32.446292,-86.01319000000001,0,36075
697423,2019-10-25 01:36:24,4809701904914,"fraud_Schoen, Kuphal and Nitzsche",grocery_pos,194.45,Sabrina,Nolan,F,312 Eric Expressway Apt. 014,Phenix City,AL,36869,32.4204,-85.0796,59744,Chemical engineer,1984-02-07,0c3d13d6cd996cf31292921e8550cab6,1351128984,31.551675,-85.88069899999999,0,36346
466055,2019-07-24 17:24:00,4646845581490336108,fraud_Schiller Ltd,personal_care,53.17,Julia,Bell,F,576 House Crossroad,West Sayville,NY,11796,40.732,-73.1,4056,Film/video editor,1990-06-25,2babf8709d833fb72de345ac798b448e,1343150640,40.257884999999995,-72.401605,0,
387179,2019-06-26 15:33:20,3512365128314616,fraud_Lubowitz-Walter,kids_pets,47.77,Francisco,Kemp,M,9554 Flores Drive,Arnold,MO,63010,38.4305,-90.387,35439,Land/geomatics surveyor,1985-03-31,edbe8fc69434e3e3a1f26c4db7a25996,1340724800,38.770643,-89.672302,0,62249
493368,2019-08-03 16:12:49,6011652924285713,fraud_Monahan-Morar,personal_care,8.16,Kathryn,Smith,F,19838 Tonya Prairie Apt. 947,Rocky Mount,MO,65072,38.2911,-92.7059,1847,Tax inspector,1988-10-26,c829b23dc71927a6f0cd0a1187360513,1344010369,38.064826,-92.131034,0,65443
626612,2019-09-23 09:08:09,4128730454058057622,fraud_Herman Inc,misc_pos,3.47,Monique,Martin,F,68276 Matthew Springs,Ratcliff,TX,75858,31.3833,-95.0619,43,"Engineer, production",1949-10-04,0e9df31495a62eeb8d59ad38b5b19649,1348391289,31.363017,-95.325252,0,75835
505139,2019-08-07 10:54:39,4587657402165341815,fraud_Cummerata-Jones,gas_transport,62.25,Amber,Lewis,F,6296 John Keys Suite 858,Pembroke Township,IL,60958,41.0646,-87.5917,2135,"Psychotherapist, child",2004-05-08,d15c54b7aeee5cecddef45e732cc47c4,1344336879,40.698578999999995,-86.960851,0,47995
589229,2019-09-07 12:37:15,375904527651269,fraud_Kihn-Fritsch,food_dining,33.53,Ryan,Cook,M,75952 Wilson Course,Roseland,NE,68973,40.4591,-98.5551,463,"Nurse, mental health",1948-05-31,fd26a86ac53748d7351130ccd24052e6,1347021435,40.874708,-98.966722,0,68866
1169759,2020-05-03 16:17:33,561942763351,fraud_Friesen Inc,shopping_pos,5.46,Melissa,Brown,F,330 Montoya Ramp,Washington,DC,20036,38.9087,-77.0414,601723,Prison officer,1986-03-14,b846d4b05085e25c7f865d33459cabcd,1367597853,37.945788,-77.395005,0,22514
497596,2019-08-04 18:33:19,3545109339866548,fraud_Ankunding-Carroll,travel,1.51,Keith,Sanders,M,8030 Beck Motorway,Moorhead,MS,38761,33.4783,-90.5142,2870,Chartered public finance accountant,1999-03-05,95f15e783d2d95c34621e1e994f6fd1a,1344105199,33.216739000000004,-90.04253100000001,0,39095
912171,2019-12-29 12:24:51,3568736585751727,fraud_Heaney-Marquardt,entertainment,88.7,Thomas,Cross,M,7566 Thompson Creek Apt. 827,Elkhart,IA,50073,41.8114,-93.4855,1195,Trading standards officer,1974-03-13,1c9118abc7e3a3d95cdb0dc46161962a,1356783891,40.990483000000005,-92.704194,0,52536
291085,2019-05-23 12:56:39,346273234529002,"fraud_Roob, Conn and Tremblay",shopping_pos,3.3,Donna,Moreno,F,32301 Albert River Suite 364,Ronceverte,WV,24970,37.7418,-80.4626,4575,Statistician,1991-10-22,e7b7dd92f7476e365c9f4695205cfeca,1337777799,38.213169,-80.838365,0,26679
13303,2019-01-08 14:23:40,36722699017270,fraud_Rau-Grant,kids_pets,37.02,Jessica,Perez,F,8172 Robertson Parkways Suite 072,Superior,AZ,85173,33.2887,-111.0985,2872,Petroleum engineer,1987-10-28,402d3784b83087fbc8f9f4b61f45a463,1326032620,34.249016999999995,-111.463533,0,85544
657900,2019-10-07 04:04:29,3559160581764413,fraud_Jewess LLC,shopping_pos,130.95,Allen,Bell,M,70147 Amanda Fields,Saint Bonaventure,NY,14778,42.2701,-78.6847,1453,Toxicologist,1974-02-15,b07c2a5058c63a9b0f2e3f219573d0f6,1349582669,41.284039,-77.833685,0,17778
747084,2019-11-16 03:09:31,180081032825079,"fraud_Watsica, Haag and Considine",shopping_pos,193.22,Connie,Carroll,F,872 Justin Views Suite 746,Duncan,MS,38740,34.047,-90.7652,466,Trading standards officer,1955-04-03,fb169e4b077afdf63747718094f1d148,1353035371,33.106285,-90.359872,0,39166
717228,2019-11-02 19:08:01,3517527805128735,"fraud_Berge, Kautzer and Harris",personal_care,58.69,Tracy,Conway,F,6778 Campos Field,Bonfield,IL,60913,41.1573,-88.0619,1617,Medical secretary,1990-04-25,c201440bbb1d41eac4a89b5923850e93,1351883281,40.691252,-87.855642,0,60928
1261271,2020-06-08 16:09:01,3502088871723054,fraud_Goldner-Lemke,entertainment,397.69,Scott,Martin,M,31472 Cody Place Suite 740,Kensington,MD,20895,39.0298,-77.0793,19054,Operations geologist,1976-09-08,4a0b7c7aa2b516aabe3389c73d5d3e3e,1370707741,39.706753000000006,-76.494828,0,17352
272968,2019-05-15 01:45:10,3567527758368741,fraud_Cartwright-Harris,grocery_pos,138.71,Amanda,Vance,F,14601 Downs Skyway Apt. 440,Sterling City,TX,76951,31.8351,-101.0017,1143,"Scientist, biomedical",1962-03-19,533b3b9fe6408a9e7d6feaf7e9ebd991,1337046310,31.193242,-101.220734,0,
34642,2019-01-21 12:42:21,3561963695236764,"fraud_Hauck, Dietrich and Funk",kids_pets,49.84,Michael,Lee,M,7915 Dawn Roads Apt. 544,Shelter Island,NY,11964,41.06399999999999,-72.3366,1858,Clinical biochemist,1984-03-03,b9fc06d9bdd0514fd461af2a4f81678c,1327149741,40.871616,-71.712979,0,
144944,2019-03-19 04:20:18,3514865930894695,fraud_Pouros-Conroy,shopping_pos,5.52,Christopher,Castaneda,M,1632 Cohen Drive Suite 639,High Rolls Mountain Park,NM,88325,32.9396,-105.8189,899,Naval architect,1967-08-30,ee2cb860ee28efa3abc21ed291d0f9d7,1332130818,32.799813,-105.300861,0,
94051,2019-02-25 07:45:38,6597888193422452,fraud_Stoltenberg-Beatty,shopping_pos,5.82,Bill,Lane,M,4725 Hurst Curve Apt. 634,Holliday,TX,76366,33.6751,-98.6576,2317,Chief Technology Officer,1964-08-23,0bae6184ac07c4f3d6b0447f2016819b,1330155938,33.083144,-98.162966,0,76486
233718,2019-04-28 01:39:55,3534330126107879,fraud_Stoltenberg-Beatty,shopping_pos,114.2,Jeffrey,Smith,M,713 Scott Pike Apt. 712,Bridger,MT,59014,45.2857,-108.9082,1446,Chartered loss adjuster,1978-01-15,1d04a656c11ce859fa8dcd05710f995e,1335577195,45.706301,-108.709704,0,59106
352094,2019-06-14 13:08:17,2450829271795901,"fraud_Haley, Jewess and Bechtelar",shopping_pos,1.61,Timothy,Kirby,M,7309 Sophia Causeway Suite 702,Sauk Rapids,MN,56379,45.604,-94.1591,16163,Hydrographic surveyor,1987-02-22,89c623a092d92d3f423eed9dded76fd8,1339679297,45.165532,-95.066266,0,56201
353459,2019-06-15 00:24:16,6011860238257910,"fraud_Little, Gutmann and Lynch",shopping_net,7.56,Lisa,Mendez,F,44259 Beth Station Suite 215,Lahoma,OK,73754,36.385,-98.0727,1078,"Programme researcher, broadcasting/film/video",1952-07-06,817e59256633beab2e413a50b8a8ddbb,1339719856,37.316606,-97.187062,0,67119
1259545,2020-06-08 05:39:14,6524376634971418,"fraud_Osinski, Ledner and Leuschke",grocery_pos,49.04,Jasmine,Foster,F,954 White Alley Apt. 251,Phil Campbell,AL,35581,34.347,-87.7154,5778,"Engineer, aeronautical",1952-12-05,c4a848fb44d9b4df276c090347ba7ea6,1370669954,33.514269,-87.864183,0,35574
12041,2019-01-07 23:26:27,6597888193422452,fraud_Reilly LLC,home,28.26,Bill,Lane,M,4725 Hurst Curve Apt. 634,Holliday,TX,76366,33.6751,-98.6576,2317,Chief Technology Officer,1964-08-23,42000fddc5dabf46966a17a84a83d027,1325978787,34.371105,-99.596636,0,73537
159736,2019-03-25 18:45:35,3598304579370089,fraud_Pouros-Conroy,shopping_pos,8.23,Vincent,Flowers,M,0189 Emily Prairie,Wichita,KS,67232,37.6395,-97.1714,409656,Heritage manager,1985-12-27,9b68ddfb192ebb2e179b12729330393c,1332701135,37.577858,-97.243639,0,67037
14424,2019-01-09 00:16:35,4682744518117239,fraud_Conroy-Cruickshank,gas_transport,47.44,Gregory,Webster,M,66035 Benjamin Villages,Syracuse,MO,65354,38.6547,-92.8929,628,"Radiographer, diagnostic",1961-12-18,acf447f431c0a859f957581b72ccf173,1326068195,39.193078,-93.048695,0,65349
1197913,2020-05-15 22:34:07,30263540414123,fraud_Feil-Morar,health_fitness,20.53,Erik,Patterson,M,162 Jessica Row Apt. 072,Hatch,UT,84735,37.7175,-112.4777,258,Geoscientist,1961-11-24,fdb6ff4cf719753e4e7f26092f71f479,1368657247,38.654265,-112.091718,0,84754
1179499,2020-05-07 14:58:00,4634955908138648,fraud_Jast-McDermott,shopping_pos,6.77,Mackenzie,Smith,F,7178 Willis Drive,Hooper,NE,68031,41.6414,-96.5232,1745,"Engineer, automotive",1973-12-26,72b5b0bf60423b6d86a4a243285c50be,1367938680,40.989881,-95.709295,0,51534
194928,2019-04-10 17:21:55,345832460465610,fraud_Schmidt-Larkin,home,10.68,Jason,Mcmahon,M,6385 Donald Square Suite 429,Springfield,VA,22151,38.8029,-77.2116,104396,Production engineer,1950-11-20,7bd35d51998e2ab090406045ab8227b7,1334078515,39.319596,-76.92786,0,21794
309373,2019-05-30 01:51:28,4311368326621416041,fraud_Kemmer-Reinger,grocery_net,53.14,Phillip,Delacruz,M,26678 Lisa Locks Apt. 904,Iliff,CO,80736,40.7692,-103.0968,648,Community arts worker,1969-09-21,02f6c7b3dda6750e7d0d4835c6c02d79,1338342688,40.058695,-103.792241,0,
444470,2019-07-16 17:58:19,6011681934117244,fraud_Reichert-Weissnat,travel,6.39,Kaitlyn,Newman,F,098 Stewart Hill,Slayden,TN,37165,36.2835,-87.4581,70,Prison officer,1956-06-22,e95f9d16fbc64757f0c9ea2a6cd6f7ee,1342461499,37.140318,-87.034056,0,42323
